incident_id,disaster_type,incident_type,people_affected,people_trapped,injured_people,missing_people,children_affected,elderly_affected,water_level_m,flooded_area_percent,road_status,house_damage,evacuation_route_available,power_available,communication_available,medical_required,medical_severity,ambulance_required,latitude,longitude,nearest_hospital_km,nearest_shelter_km,nearest_rescue_team_km,population_density,priority
UKD-005297,Flood,Waterlogging,3,0,0,0,1,1,0.82,18.25,Open,None,1,1,1,0,None,0,29.989881,78.214359,6.34,1.73,2.51,6636,P3
UKD-005850,Landslide,Damaged House,123,47,7,0,12,8,0.53,12.92,Partially Blocked,Severe,0,0,1,1,Critical,1,29.29485,79.377038,3.31,4.57,8.36,394,P3
UKD-003812,Cloudburst,Trapped People,43,25,1,3,6,1,1.38,35.7,Blocked,Minor,1,1,1,1,Critical,1,28.982598,79.562244,23.64,5.21,5.66,947,P2
UKD-001274,Landslide,Trapped People,50,44,5,3,10,7,0.73,13.88,Blocked,Moderate,0,0,0,1,Critical,1,28.838974,79.436305,6.33,5.84,3.14,1021,P1
UKD-001713,Flood,Trapped People,47,21,4,1,13,2,2.07,45.69,Partially Blocked,Minor,1,0,1,1,Critical,1,30.264009,79.074695,16.6,7.31,18.24,71,P1
UKD-000956,Earthquake,Trapped People,47,42,3,3,8,8,0.17,3.66,Blocked,Severe,0,1,0,1,Critical,1,28.975099,79.471679,3.01,14.49,3.52,1485,P1
UKD-004443,Cloudburst,Damaged House,30,4,1,0,3,4,1.36,22.94,Open,Minor,0,1,1,1,Low,1,30.418004,78.082936,3.39,1.06,5.07,860,P3
UKD-004795,Cloudburst,Evacuation Request,17,5,0,2,4,2,1.84,26.13,Partially Blocked,Minor,1,0,0,0,None,0,30.317684,78.922708,6.15,10.53,23.11,803,P3
UKD-005377,Earthquake,Trapped People,10,3,1,1,2,0,0.05,1.38,Partially Blocked,Moderate,0,1,1,1,Moderate,0,30.252969,78.03591,4.7,6.17,2.37,796,P3
UKD-000404,Landslide,Missing Person,105,48,6,11,12,4,0.46,13.97,Blocked,Severe,1,1,1,1,Low,0,30.961571,78.502499,7.94,6.02,28.33,313,P1
UKD-002072,Earthquake,Injured Person,28,3,7,0,2,1,0.12,2.79,Open,None,1,0,1,1,Moderate,1,30.408245,78.049871,2.63,3.17,2.61,1272,P2
UKD-005702,Cloudburst,Trapped People,28,15,0,1,8,3,1.2,37.48,Partially Blocked,None,0,0,1,0,None,0,29.709684,79.654531,23.82,3.67,30.0,452,P3
UKD-001978,Flood,Injured Person,51,28,8,1,10,7,4.32,66.51,Partially Blocked,Moderate,0,0,0,1,Critical,1,30.310514,77.978033,3.93,1.46,0.73,1518,P1
UKD-000159,Landslide,Missing Person,108,32,6,8,6,6,0.87,14.24,Partially Blocked,Severe,1,0,0,1,Critical,1,30.27194,78.03728,3.51,5.23,3.21,1320,P1
UKD-003889,Flood,Damaged House,12,4,1,0,5,3,1.32,24.27,Blocked,Minor,1,1,1,1,Low,0,30.386746,78.079608,8.26,1.65,2.4,1663,P2
UKD-000903,Landslide,Trapped People,57,44,4,2,10,5,0.45,10.54,Blocked,Severe,0,0,1,1,Moderate,1,30.453446,79.035657,11.05,9.3,7.74,376,P1
UKD-000353,Landslide,Injured Person,56,28,5,2,18,7,0.63,13.14,Blocked,Minor,1,1,0,1,Moderate,1,29.47875,79.4809,16.7,20.0,12.86,643,P1
UKD-004131,Flood,Evacuation Request,11,2,2,1,3,3,2.13,32.38,Partially Blocked,None,0,0,1,1,Low,0,29.933822,78.102429,7.74,1.94,7.61,2175,P3
UKD-000755,Earthquake,Missing Person,15,7,1,3,2,1,0.12,1.5,Blocked,Severe,1,0,1,1,Low,0,28.954286,79.536543,0.68,7.25,11.02,2224,P1
UKD-002972,Landslide,Evacuation Request,72,38,3,0,11,6,0.68,13.61,Partially Blocked,Moderate,0,0,1,1,Moderate,1,30.325429,78.929755,8.75,3.83,5.62,166,P2
UKD-005971,Landslide,Damaged House,15,4,0,0,5,5,0.11,2.68,Partially Blocked,Minor,1,1,1,0,None,0,29.957887,78.151973,9.73,1.35,8.27,1584,P3
UKD-002921,Landslide,Damaged House,100,31,4,0,15,1,0.51,13.65,Blocked,Moderate,1,1,1,1,Low,0,30.157657,78.692685,11.72,1.07,10.51,276,P2
UKD-000312,Earthquake,Damaged House,196,60,2,3,12,10,0.15,2.37,Blocked,Moderate,0,0,1,1,Critical,1,29.400313,79.384674,14.87,5.94,3.79,1074,P1
UKD-000662,Flood,Trapped People,69,38,4,0,9,4,4.0,66.06,Partially Blocked,Minor,1,1,1,1,Critical,1,29.607191,79.619926,2.82,2.98,5.15,185,P1
UKD-001990,Earthquake,Evacuation Request,78,37,3,4,10,9,0.12,3.68,Open,Severe,0,0,0,1,Critical,1,29.340479,79.645751,14.64,5.16,2.97,330,P1
UKD-003666,Earthquake,Damaged House,3,3,1,0,0,0,0.09,1.52,Partially Blocked,Minor,0,1,0,1,Low,0,30.247002,78.837884,6.34,6.19,7.2,91,P2
UKD-000307,Earthquake,Trapped People,49,27,2,1,11,3,0.07,2.18,Partially Blocked,None,0,0,1,1,Low,1,28.960197,79.623465,5.76,3.0,3.42,1803,P1
UKD-002336,Cloudburst,Evacuation Request,20,13,2,0,1,1,2.22,42.97,Blocked,Minor,0,1,1,0,None,0,29.700621,79.649614,21.63,4.07,3.61,130,P2
UKD-002357,Flood,Evacuation Request,30,4,0,3,4,8,1.65,45.92,Partially Blocked,None,1,1,0,1,Low,0,29.881696,78.177775,0.99,1.41,3.17,597,P2
UKD-003703,Cloudburst,Missing Person,55,7,0,8,12,12,1.31,44.4,Open,Minor,1,0,0,1,Low,0,30.249787,78.032132,3.88,2.97,1.52,1545,P2
UKD-003805,Flood,Waterlogging,14,0,0,1,4,1,2.82,66.49,Open,Severe,1,0,1,0,None,0,29.935348,78.261281,1.73,6.77,12.14,6555,P2
UKD-001928,Landslide,Injured Person,50,22,7,1,10,3,0.54,13.66,Blocked,Moderate,1,0,1,1,Moderate,1,30.245787,78.473148,10.94,16.1,30.0,505,P1
UKD-003428,Cloudburst,Missing Person,162,71,4,3,5,4,3.22,57.59,Blocked,Minor,0,0,1,1,Moderate,1,29.977051,78.796757,10.35,12.58,1.63,200,P2
UKD-000750,Flood,Trapped People,125,44,0,1,5,3,2.92,50.1,Partially Blocked,Moderate,1,1,1,1,Moderate,0,29.368111,79.43529,5.0,10.03,17.42,567,P1
UKD-003639,Flood,Trapped People,22,18,4,1,4,0,3.6,57.65,Blocked,Minor,0,1,1,1,Moderate,1,30.150644,78.776177,6.39,4.53,16.64,592,P2
UKD-005244,Landslide,Infrastructure Damage,29,13,3,3,9,2,0.64,14.21,Partially Blocked,Severe,0,0,1,1,Low,0,30.226376,78.771975,9.51,7.62,3.62,696,P3
UKD-001267,Flood,Trapped People,27,14,2,2,4,3,2.29,46.97,Open,Severe,0,1,0,1,Moderate,1,30.473287,79.445332,7.9,13.19,18.55,118,P1
UKD-005918,Flood,Waterlogging,6,0,0,0,0,1,1.69,41.41,Open,None,1,1,0,1,Low,1,30.357821,78.18156,1.84,1.22,6.57,2067,P3
UKD-005300,Landslide,Damaged House,59,26,1,3,7,2,0.51,13.59,Blocked,Moderate,1,1,1,1,Moderate,0,30.262713,78.348011,9.08,8.91,5.39,255,P3
UKD-003596,Flood,Trapped People,27,10,1,3,4,6,1.31,27.51,Open,Moderate,1,0,0,1,Low,0,30.419941,79.316881,10.9,19.85,2.24,306,P2
UKD-002135,Flood,Trapped People,116,49,2,4,13,8,2.53,68.68,Partially Blocked,Moderate,1,0,0,1,Critical,1,29.9828,78.194662,4.49,4.79,2.72,1367,P2
UKD-004110,Flood,Waterlogging,21,2,1,1,5,3,2.38,39.34,Open,None,1,1,1,1,Moderate,1,29.984547,79.505249,2.98,3.68,17.33,297,P3
UKD-000515,Flood,Flooded Road,49,13,0,5,9,5,2.66,72.72,Open,Moderate,0,0,0,1,Moderate,0,30.429707,78.11185,4.34,0.69,11.22,1524,P1
UKD-005362,Earthquake,Damaged House,15,2,1,1,0,2,0.04,0.89,Open,Minor,1,1,1,1,Low,1,29.376673,79.51966,8.59,6.25,5.32,650,P3
UKD-000410,Flood,Evacuation Request,179,66,5,3,7,6,5.0,84.56,Blocked,Severe,0,0,0,1,Critical,1,30.028751,78.010022,9.39,2.07,9.34,1545,P1
UKD-004476,Earthquake,Infrastructure Damage,33,12,2,1,4,5,0.05,0.81,Partially Blocked,Minor,0,1,1,1,Moderate,1,29.978953,78.174769,2.33,3.17,2.34,8671,P3
UKD-005976,Landslide,Infrastructure Damage,18,9,0,0,2,2,0.21,5.76,Blocked,Minor,1,1,1,0,None,0,29.934962,79.654639,24.24,2.05,14.79,57,P3
UKD-005931,Earthquake,Injured Person,15,5,6,0,3,4,0.1,2.32,Partially Blocked,Severe,1,0,1,1,Critical,0,30.633553,78.717088,4.69,6.3,12.34,302,P3
UKD-005194,Landslide,Infrastructure Damage,111,56,2,0,9,6,0.65,14.96,Partially Blocked,Moderate,0,0,0,1,Moderate,1,29.846834,79.74619,5.02,12.55,5.78,83,P3
UKD-000208,Landslide,Damaged House,22,4,0,2,3,2,0.22,3.64,Partially Blocked,Minor,1,1,0,0,None,0,30.316656,79.212729,5.24,7.91,17.51,488,P1
UKD-000459,Flood,Flooded Road,62,18,5,4,5,4,3.37,100.0,Blocked,Moderate,0,0,1,1,Critical,1,30.2114,78.154404,14.39,11.64,7.24,853,P1
UKD-002055,Landslide,Damaged House,71,35,1,2,17,7,0.72,12.75,Blocked,Moderate,1,1,1,0,None,0,30.351553,78.053773,9.86,1.04,1.4,1114,P2
UKD-002431,Earthquake,Evacuation Request,24,9,2,2,4,1,0.07,1.7,Partially Blocked,None,0,1,1,1,Low,1,30.421467,78.039108,1.08,3.09,8.02,2410,P2
UKD-000251,Cloudburst,Trapped People,164,45,2,1,6,6,3.85,64.98,Open,Moderate,1,1,1,1,Low,0,30.181977,78.383916,9.31,3.01,2.98,220,P1
UKD-005120,Flood,Trapped People,1,1,0,0,1,0,0.59,17.17,Open,None,1,0,0,0,None,0,29.984364,78.14693,3.33,0.57,2.35,3953,P3
UKD-001108,Cloudburst,Injured Person,16,11,2,2,6,3,1.54,37.33,Blocked,Minor,0,1,0,1,Low,0,30.055668,78.147374,7.28,8.74,11.1,1552,P1
UKD-004863,Earthquake,Trapped People,32,11,1,0,11,8,0.06,0.99,Partially Blocked,Moderate,1,1,1,1,Moderate,0,29.32734,79.422227,1.17,3.76,5.84,602,P3
UKD-001714,Flood,Infrastructure Damage,51,25,4,4,6,9,2.6,41.32,Blocked,Severe,1,0,0,1,Moderate,0,30.352124,78.440879,30.0,1.1,1.57,301,P1
UKD-003912,Flood,Trapped People,75,54,4,1,5,2,2.47,59.07,Partially Blocked,Moderate,0,0,1,0,None,0,30.191834,78.871628,10.92,10.37,4.44,345,P2
UKD-000716,Cloudburst,Damaged House,37,27,5,5,9,6,3.2,64.91,Blocked,Severe,0,0,0,1,Moderate,1,30.1445,78.780763,19.42,5.09,17.73,599,P1
UKD-000553,Earthquake,Evacuation Request,75,41,3,0,13,9,0.15,3.76,Blocked,Minor,1,0,1,1,Moderate,1,30.24797,77.981004,10.74,0.65,10.51,2075,P1
UKD-001440,Landslide,Trapped People,59,52,3,4,15,3,0.74,21.19,Blocked,Severe,0,0,1,1,Critical,1,29.517946,79.381502,5.41,5.08,15.01,312,P1
UKD-002271,Flood,Waterlogging,33,10,2,1,11,1,2.68,61.03,Blocked,Moderate,0,0,1,1,Moderate,1,29.411049,79.450955,6.3,7.02,26.66,655,P2
UKD-003145,Landslide,Evacuation Request,65,21,3,0,11,8,0.35,9.63,Open,Severe,0,0,1,1,Critical,1,30.237642,78.407475,8.66,1.3,14.29,612,P2
UKD-005744,Cloudburst,Missing Person,32,13,4,7,7,1,1.58,22.6,Partially Blocked,Severe,0,0,1,1,Critical,1,30.438371,78.057035,10.04,1.34,7.6,698,P3
UKD-001926,Earthquake,Damaged House,30,18,4,2,6,6,0.13,2.68,Blocked,Severe,0,1,1,0,None,0,29.992891,78.106096,4.29,11.03,6.79,1720,P1
UKD-000635,Flood,Flooded Road,24,5,0,3,4,2,2.12,71.7,Blocked,Minor,1,1,0,0,None,0,29.914895,78.024063,2.64,3.16,2.87,2416,P1
UKD-000317,Flood,Damaged House,105,62,5,1,14,2,2.88,88.84,Blocked,Severe,0,0,1,1,Moderate,0,29.848066,78.2199,8.2,1.45,2.58,715,P1
UKD-005637,Earthquake,Damaged House,154,38,3,1,10,5,0.08,1.13,Partially Blocked,Severe,0,0,1,1,Moderate,1,30.208452,77.876686,9.36,3.12,7.53,3828,P3
UKD-000428,Earthquake,Trapped People,131,49,1,2,20,4,0.14,3.04,Partially Blocked,Minor,1,0,1,1,Low,0,30.993969,78.262334,9.58,18.87,6.26,230,P1
UKD-004454,Flood,Evacuation Request,12,0,0,1,2,2,1.03,21.94,Open,None,1,1,1,0,None,0,28.984136,79.432239,2.51,0.69,5.44,1852,P3
UKD-000106,Landslide,Injured Person,8,4,3,0,2,1,0.33,8.18,Blocked,Minor,1,1,1,1,Moderate,1,30.271308,78.083485,5.2,3.01,3.18,940,P1
UKD-003042,Flood,Waterlogging,29,10,0,0,9,1,2.38,60.72,Blocked,Moderate,0,0,1,1,Low,1,30.379977,77.938456,2.14,1.35,7.05,2160,P2
UKD-004239,Flood,Flooded Road,6,0,0,0,3,0,1.16,16.48,Open,None,1,1,1,0,None,0,30.384976,77.963505,7.44,3.98,2.14,734,P3
UKD-002170,Landslide,Missing Person,89,25,1,8,16,8,0.44,9.83,Partially Blocked,Severe,1,1,0,1,Low,0,29.559492,79.553826,7.22,3.02,10.24,433,P2
UKD-001710,Landslide,Damaged House,62,13,4,1,13,2,0.58,10.9,Partially Blocked,Severe,1,1,0,1,Moderate,1,30.228084,78.047646,9.98,1.65,8.5,1140,P1
UKD-000090,Cloudburst,Missing Person,168,58,5,10,7,10,2.56,53.12,Blocked,Severe,0,0,1,1,Critical,1,30.316263,78.991841,13.0,7.64,12.89,189,P1
UKD-002242,Earthquake,Evacuation Request,18,3,0,2,2,2,0.04,0.82,Open,None,0,1,1,0,None,0,30.242208,77.985152,3.53,2.22,4.88,262,P2
UKD-003175,Flood,Waterlogging,12,0,0,0,5,2,1.81,34.68,Open,None,0,1,1,1,Low,0,30.191214,78.663404,2.87,11.13,2.22,412,P2
UKD-004479,Flood,Trapped People,77,40,2,3,12,6,2.88,40.24,Open,Minor,0,1,0,1,Low,0,30.138716,78.702851,7.63,0.95,3.19,413,P3
UKD-001950,Cloudburst,Flooded Road,84,24,7,2,12,2,2.92,78.57,Partially Blocked,Severe,0,1,0,1,Critical,1,28.992326,79.535074,4.88,1.9,1.97,686,P1
UKD-004045,Landslide,Infrastructure Damage,86,27,0,5,9,4,0.76,15.07,Partially Blocked,Moderate,1,0,0,1,Critical,1,30.337655,77.972294,1.38,0.87,4.31,2795,P3
UKD-002849,Flood,Waterlogging,25,9,0,1,6,2,3.08,52.62,Blocked,Minor,0,1,1,0,None,0,29.944081,78.166852,1.83,4.25,5.71,4078,P2
UKD-000002,Landslide,Trapped People,200,85,3,3,12,5,0.78,13.62,Blocked,Minor,0,0,1,1,Moderate,1,30.312259,78.995102,5.7,4.81,14.58,254,P1
UKD-004338,Earthquake,Injured Person,12,6,3,0,1,2,0.04,0.95,Partially Blocked,Minor,0,1,1,0,None,0,29.339375,79.478855,4.15,5.38,13.59,180,P3
UKD-000936,Landslide,Trapped People,90,64,4,2,9,3,0.89,17.36,Partially Blocked,None,0,1,0,1,Critical,1,30.013792,78.244293,12.04,2.73,3.36,888,P1
UKD-005134,Flood,Injured Person,32,13,10,1,7,8,2.79,72.16,Partially Blocked,Moderate,0,1,1,1,Moderate,1,30.016604,78.21575,2.46,2.86,2.67,2084,P3
UKD-002721,Flood,Injured Person,4,2,1,0,2,0,2.5,49.71,Blocked,None,1,1,1,1,Moderate,1,29.939755,78.237023,2.87,7.21,6.51,1642,P2
UKD-000592,Flood,Trapped People,163,82,3,4,10,5,4.1,93.82,Partially Blocked,Moderate,0,0,0,1,Critical,1,29.397889,79.563293,10.22,7.11,16.07,393,P1
UKD-004909,Landslide,Evacuation Request,165,19,0,1,8,10,0.59,14.38,Open,Minor,1,0,1,1,Low,0,29.561616,80.174483,13.94,4.52,4.22,221,P3
UKD-002937,Flood,Damaged House,63,5,2,0,15,5,1.76,39.45,Open,None,1,0,1,1,Low,1,28.888732,79.605676,1.11,5.24,2.93,1002,P2
UKD-002449,Landslide,Flooded Road,43,2,5,1,6,6,0.98,30.76,Partially Blocked,None,1,1,1,1,Low,0,29.318046,79.98196,30.0,4.09,13.93,405,P2
UKD-001577,Flood,Flooded Road,104,23,2,2,14,4,4.45,74.89,Blocked,Minor,0,0,1,0,None,0,30.399061,79.39441,18.01,10.21,16.42,212,P1
UKD-005005,Earthquake,Damaged House,13,2,1,0,2,1,0.04,1.05,Open,Moderate,0,1,1,1,Low,0,29.278117,79.382612,2.47,5.41,7.4,325,P3
UKD-000214,Flood,Flooded Road,52,6,5,0,8,6,4.45,77.15,Partially Blocked,Severe,1,0,0,1,Low,1,29.910197,78.164786,9.29,6.19,1.22,776,P1
UKD-000779,Earthquake,Trapped People,33,13,2,0,10,0,0.05,1.32,Partially Blocked,Severe,1,1,1,1,Moderate,1,30.385441,78.153149,2.12,2.06,4.95,479,P1
UKD-003497,Earthquake,Evacuation Request,50,21,2,1,10,8,0.12,2.37,Open,Severe,0,0,1,1,Moderate,0,29.95843,78.164441,4.65,3.62,4.59,2736,P2
UKD-004706,Flood,Evacuation Request,49,11,0,0,11,6,1.02,19.76,Open,Minor,0,1,1,0,None,0,30.076445,78.740891,5.82,2.61,7.11,463,P3
UKD-002044,Flood,Flooded Road,39,2,1,4,8,3,2.34,38.79,Open,Minor,1,0,0,1,Low,0,28.858958,79.502781,11.94,4.65,6.77,2991,P2
UKD-005439,Cloudburst,Flooded Road,1,0,0,0,0,0,0.85,14.12,Open,Minor,1,1,1,0,None,0,30.202311,79.473245,5.76,20.0,14.93,169,P3
UKD-001568,Flood,Trapped People,30,9,0,1,3,11,1.68,30.84,Open,None,1,1,1,0,None,0,30.357692,78.08928,4.52,1.06,1.51,1869,P1
UKD-000166,Landslide,Trapped People,92,75,3,2,5,4,0.98,14.16,Blocked,Severe,0,1,0,1,Critical,1,30.424193,78.056044,11.46,2.64,4.67,2057,P1
UKD-003567,Earthquake,Injured Person,63,45,8,3,8,6,0.13,2.5,Blocked,Minor,0,1,0,1,Critical,1,30.131053,78.879634,8.52,6.83,1.2,537,P2
UKD-004591,Landslide,Infrastructure Damage,127,59,4,2,9,6,0.82,12.14,Blocked,Moderate,0,1,1,1,Critical,1,29.495439,79.442525,4.66,4.56,19.44,589,P3
UKD-002014,Cloudburst,Damaged House,49,19,3,3,7,9,2.89,44.01,Blocked,Minor,1,1,0,1,Moderate,1,30.21857,77.99798,10.3,4.23,8.42,2523,P2
UKD-000274,Cloudburst,Trapped People,89,63,3,4,6,7,2.08,58.94,Partially Blocked,Moderate,0,0,0,1,Low,0,30.338819,77.988414,6.96,0.34,5.29,1877,P1
UKD-003861,Flood,Flooded Road,101,17,1,3,16,4,2.71,39.57,Partially Blocked,Minor,0,0,0,1,Critical,0,29.632528,80.415697,20.87,4.96,12.94,307,P2
UKD-004168,Landslide,Evacuation Request,35,12,1,1,11,1,0.27,6.28,Partially Blocked,Moderate,0,1,1,1,Low,0,30.374883,79.308735,20.46,4.73,9.07,73,P3
UKD-004789,Earthquake,Infrastructure Damage,45,29,4,3,9,5,0.12,2.03,Blocked,Severe,0,1,0,1,Moderate,0,29.991461,78.652652,7.53,2.53,6.12,393,P3
UKD-003789,Landslide,Missing Person,68,28,2,13,14,8,0.65,16.1,Partially Blocked,Severe,0,0,1,1,Moderate,0,30.611583,78.285995,26.29,18.15,10.54,304,P2
UKD-000395,Landslide,Trapped People,198,36,2,2,17,11,0.79,19.16,Open,Moderate,1,0,1,1,Moderate,1,29.429132,79.55043,3.03,6.5,2.82,654,P1
UKD-000584,Landslide,Trapped People,37,27,3,0,7,0,0.88,18.21,Blocked,Moderate,1,0,1,1,Moderate,1,30.330779,78.516123,20.31,5.8,28.39,494,P1
UKD-005981,Flood,Infrastructure Damage,24,15,1,0,6,1,2.2,39.85,Blocked,Minor,0,1,1,1,Low,0,29.311073,79.482164,11.15,3.5,6.01,349,P3
UKD-005565,Flood,Damaged House,9,2,1,0,0,0,1.68,22.06,Blocked,Minor,1,1,1,1,Low,0,29.29892,79.965624,6.0,6.75,10.97,828,P3
UKD-005741,Flood,Evacuation Request,23,4,0,1,3,4,1.81,36.56,Partially Blocked,Minor,0,1,0,1,Moderate,1,28.942037,79.451337,9.41,1.44,2.27,1304,P3
UKD-000521,Flood,Injured Person,4,1,1,0,0,0,2.44,38.39,Partially Blocked,None,0,1,1,0,None,0,30.545382,79.07749,16.31,5.26,15.26,386,P1
UKD-001764,Flood,Trapped People,70,56,2,1,5,9,3.13,60.41,Blocked,Moderate,0,0,1,1,Moderate,0,29.887306,79.742635,25.23,3.11,9.71,203,P1
UKD-001876,Landslide,Trapped People,170,80,4,3,2,2,0.58,12.95,Blocked,Severe,0,0,1,1,Critical,1,30.445435,79.425316,15.29,17.8,18.75,100,P1
UKD-003966,Flood,Trapped People,1,1,0,0,0,0,1.86,33.65,Open,Minor,1,1,1,0,None,0,30.494293,79.087029,14.73,4.3,5.98,573,P2
UKD-003345,Flood,Flooded Road,40,4,1,3,9,9,2.21,57.4,Partially Blocked,Minor,1,1,0,0,None,0,29.934632,78.170463,5.79,4.09,8.76,2167,P2
UKD-002254,Landslide,Evacuation Request,46,25,4,1,4,1,0.56,12.36,Blocked,Severe,0,0,1,1,Low,0,29.641968,80.251986,28.19,11.52,19.46,368,P2
UKD-003225,Cloudburst,Flooded Road,47,14,3,2,8,9,1.92,48.92,Blocked,Severe,0,0,0,1,Low,0,29.664557,80.155165,7.93,15.25,19.04,233,P2
UKD-000527,Cloudburst,Damaged House,122,73,5,2,16,5,2.58,56.57,Blocked,Severe,0,0,1,1,Moderate,0,29.540535,79.747365,7.8,4.36,20.95,289,P1
UKD-002947,Earthquake,Evacuation Request,153,43,6,0,5,5,0.15,3.09,Open,Severe,0,1,1,1,Critical,1,29.960092,78.173159,2.61,2.85,17.19,1758,P2
UKD-003900,Flood,Infrastructure Damage,75,53,6,2,13,12,3.56,91.33,Blocked,Severe,0,0,0,1,Critical,1,29.369914,79.467663,13.17,5.43,14.61,487,P2
UKD-000693,Earthquake,Damaged House,126,52,7,3,10,6,0.12,2.62,Partially Blocked,Severe,0,0,0,1,Moderate,0,29.891313,78.214952,4.7,0.66,5.2,1508,P1
UKD-005675,Cloudburst,Flooded Road,136,14,1,2,13,7,2.22,45.51,Partially Blocked,None,1,0,0,0,None,0,29.208157,79.590593,6.17,7.71,9.25,3239,P3
UKD-003634,Earthquake,Missing Person,69,24,1,6,10,6,0.1,1.76,Partially Blocked,Minor,1,1,1,1,Low,0,28.925966,79.477461,11.84,2.33,2.97,842,P2
UKD-001051,Earthquake,Trapped People,24,23,5,2,5,3,0.14,2.77,Blocked,Severe,0,0,1,1,Moderate,1,29.961492,78.078825,2.22,1.17,4.14,2118,P1
UKD-000591,Flood,Damaged House,200,50,2,3,4,5,4.39,94.95,Partially Blocked,Moderate,0,1,0,1,Moderate,0,28.925909,79.503765,11.81,3.19,5.01,3446,P1
UKD-000520,Cloudburst,Waterlogging,16,0,0,1,4,1,1.56,36.88,Open,Minor,0,0,1,0,None,0,29.821644,78.152395,1.3,5.04,3.67,1105,P1
UKD-003381,Cloudburst,Missing Person,15,4,0,4,4,0,1.88,46.58,Partially Blocked,Minor,1,1,1,1,Low,0,30.155177,78.861999,9.49,6.29,17.3,424,P2
UKD-003677,Cloudburst,Infrastructure Damage,23,9,1,0,2,3,1.27,36.06,Open,None,0,1,1,1,Low,0,29.88168,78.105356,11.45,3.11,4.77,611,P2
UKD-004938,Flood,Flooded Road,15,0,0,1,4,1,1.93,40.87,Partially Blocked,None,1,0,1,0,None,0,30.459363,78.520428,16.77,8.98,28.5,98,P3
UKD-001608,Cloudburst,Injured Person,36,22,7,2,10,6,2.51,54.93,Blocked,Moderate,1,0,0,1,Critical,1,29.921653,78.165176,5.2,2.68,3.83,2040,P1
UKD-003611,Flood,Flooded Road,11,5,1,0,1,1,2.85,48.22,Partially Blocked,Moderate,0,1,1,1,Low,0,29.41644,79.506905,1.82,9.19,19.39,528,P2
UKD-005813,Landslide,Infrastructure Damage,7,1,0,0,4,0,0.23,5.64,Partially Blocked,Moderate,1,1,0,0,None,0,30.10954,78.092424,4.72,7.78,1.11,8243,P3
UKD-001810,Cloudburst,Waterlogging,19,1,1,0,2,2,1.2,30.98,Partially Blocked,Moderate,1,1,1,1,Moderate,1,29.508933,79.472865,4.58,4.71,16.4,639,P1
UKD-000792,Landslide,Injured Person,28,6,8,0,7,3,0.7,12.74,Open,Severe,0,1,1,0,None,0,29.856021,78.235769,1.31,1.67,7.05,812,P1
UKD-000793,Earthquake,Damaged House,77,56,3,2,4,5,0.19,3.0,Blocked,Minor,0,1,0,1,Moderate,1,30.200284,78.078305,0.88,9.0,4.36,2695,P1
UKD-004928,Flood,Waterlogging,12,0,0,3,1,0,1.98,41.72,Open,Minor,1,1,0,0,None,0,29.215497,79.326048,6.76,8.7,5.49,795,P3
UKD-001856,Earthquake,Damaged House,37,21,4,2,9,4,0.13,3.02,Blocked,Severe,0,0,0,1,Critical,1,28.897613,79.460058,1.29,1.88,0.77,5751,P1
UKD-001981,Flood,Evacuation Request,13,6,0,0,0,1,2.55,41.31,Blocked,Minor,0,1,0,0,None,0,30.010099,78.146674,9.1,4.77,3.06,2384,P1
UKD-003234,Cloudburst,Infrastructure Damage,87,33,4,1,8,5,1.88,54.45,Open,Moderate,0,0,1,1,Critical,1,30.238625,78.735126,4.03,5.73,6.75,430,P2
UKD-003599,Flood,Trapped People,50,21,4,2,9,5,3.21,54.88,Open,Severe,1,0,1,1,Moderate,0,30.353472,78.03414,2.52,3.44,2.01,1834,P2
UKD-000934,Earthquake,Injured Person,46,27,9,2,9,6,0.09,1.84,Blocked,Severe,0,0,1,1,Critical,1,30.399664,77.890475,2.99,1.1,10.53,1936,P1
UKD-003964,Landslide,Trapped People,41,16,3,1,14,10,0.47,10.65,Open,Minor,1,1,0,0,None,0,30.153534,78.414735,25.94,11.35,18.57,111,P2
UKD-005573,Flood,Waterlogging,7,2,0,0,2,1,1.24,36.56,Open,Minor,0,1,1,0,None,0,29.595791,79.639813,2.61,7.1,4.9,521,P3
UKD-004180,Landslide,Injured Person,48,7,4,1,8,6,0.39,6.42,Partially Blocked,Minor,1,1,0,1,Low,0,30.304106,78.690308,6.52,5.52,7.87,253,P3
UKD-004027,Cloudburst,Injured Person,1,0,1,0,0,1,0.55,12.02,Partially Blocked,Minor,1,1,1,1,Moderate,0,29.014241,79.593249,3.61,2.99,3.62,976,P3
UKD-004117,Cloudburst,Missing Person,53,9,2,6,6,5,1.36,25.08,Partially Blocked,Minor,1,1,1,1,Low,0,29.695336,79.720052,7.11,4.11,4.83,1211,P3
UKD-000989,Landslide,Evacuation Request,52,32,2,0,6,10,0.89,17.19,Blocked,Minor,0,0,0,1,Low,0,30.511161,79.374773,7.61,7.61,14.92,512,P1
UKD-004627,Cloudburst,Infrastructure Damage,68,33,0,3,3,6,1.65,31.88,Blocked,Moderate,0,1,0,1,Low,0,30.40631,78.116419,2.02,3.79,2.11,2362,P3
UKD-003454,Flood,Waterlogging,59,5,3,2,5,8,4.93,77.16,Partially Blocked,Moderate,1,1,1,1,Critical,1,28.925933,79.607271,6.16,4.93,4.21,1564,P2
